idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,detected_digit,detected_token_text,answer_step,candidate_policy,candidate_set,valid_single_token_candidates,skipped_multitoken_candidates,gt_token_id,gt_token_variant,gt_logprob_token,proxy_bias_value,proxy_bias_token_id,proxy_bias_token_variant,proxy_bias_logprob_token,margin_token,prefers_gt_token,gt_rank_window_token,entropy_token,num_valid_single_token_candidates,num_skipped_multitoken_candidates,generated_matches_proxy,full_hallucination
262,puma_prompt1,original_images/images/puma.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006903487257659435,2,17,2,-6.022528648376465,6.015625161118805,True,1,0.054946281015872955,5,0,False,False
264,rabbit_prompt1,original_images/images/rabbit.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,707,448,309,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.01350634265691042,2,17,2,-5.5916314125061035,5.578125069849193,True,1,0.0946359932422638,5,0,False,False
266,red_fox_prompt1,original_images/images/red fox.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,618,448,270,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00676934327930212,2,17,2,-7.084894180297852,7.078124837018549,True,1,0.05350779742002487,5,0,False,False
268,red_wolf_prompt1,original_images/images/red wolf.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,617,448,269,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.003119604429230094,2,17,2,-7.628119468688965,7.624999864259735,True,1,0.027993999421596527,5,0,False,False
270,reindeer_prompt1,original_images/images/reindeer.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.020290546119213104,2,17,2,-5.770290374755859,5.749999828636646,True,1,0.12707525491714478,5,0,False,False
272,rhea_prompt1,original_images/images/rhea.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,872,448,381,"(1, 1659)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.011076274327933788,4,19,4,-5.1360764503479,5.125000176019967,True,1,0.0765228345990181,5,0,False,False
274,rooster_prompt1,original_images/images/rooster.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,752,448,329,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.009587434120476246,4,19,4,-6.056462287902832,6.046874853782356,True,1,0.06948456168174744,5,0,False,False
276,sandpiper_prompt1,original_images/images/sandpiper.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.005125952418893576,1,16,1,-6.567625999450684,6.56250004703179,True,1,0.04042751342058182,5,0,False,False
278,secretary_bird_prompt1,original_images/images/secretary bird.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,679,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.011537495069205761,3,18,3,-5.620912551879883,5.609375056810677,True,1,0.08170337975025177,5,0,False,False
280,serval_prompt1,original_images/images/serval.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,690,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006324751768261194,2,17,2,-6.584449768066406,6.578125016298145,True,1,0.04956382140517235,5,0,False,False
282,sheep_prompt1,original_images/images/sheep.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,616,448,269,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0062585314735770226,2,17,2,-7.084383487701416,7.078124956227839,True,1,0.04696076735854149,5,0,False,False
284,spoonbill_prompt1,original_images/images/spoonbill.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.01051280740648508,1,16,1,-5.104262828826904,5.093750021420419,True,1,0.07227469980716705,5,0,False,False
286,springbok_prompt1,original_images/images/springbok.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004838899709284306,2,17,2,-6.411088943481445,6.406250043772161,True,1,0.03925742208957672,5,0,False,False
288,stilt_prompt1,original_images/images/stilt.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,789,448,345,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.028686661273241043,3,18,3,-4.6849365234375,4.656249862164259,True,1,0.17388592660427094,5,0,False,False
290,stork_prompt1,original_images/images/stork.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,722,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.006107239983975887,1,16,1,-6.396732330322266,6.39062509033829,True,1,0.047781769186258316,5,0,False,False
292,swan_prompt1,original_images/images/swan.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.005898331757634878,4,19,4,-6.005898475646973,6.000000143889338,True,1,0.04512821510434151,5,0,False,False
294,tiger_prompt1,original_images/images/tiger.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,572,448,250,"(1, 2091)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.010010868310928345,2,17,2,-6.478760719299316,6.468749850988388,True,1,0.07352248579263687,5,0,False,False
296,turkey_prompt1,original_images/images/turkey.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,641,448,280,"(1, 1983)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.026291506364941597,4,19,4,-4.088791370391846,4.062499864026904,True,1,0.1519104391336441,5,0,False,False
298,warthog_prompt1,original_images/images/warthog.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,706,448,308,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00428128382191062,2,17,2,-6.551156520843506,6.546875237021595,True,1,0.034543294459581375,5,0,False,False
300,water_buffalo_prompt1,original_images/images/water buffalo.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.009466875344514847,2,17,2,-6.509466648101807,6.499999772757292,True,1,0.06912735104560852,5,0,False,False
302,wild_boar_prompt1,original_images/images/wild boar.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,714,448,312,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.005561118945479393,2,17,2,-6.614936351776123,6.609375232830644,True,1,0.043164633214473724,5,0,False,False
304,wildebeest_prompt1,original_images/images/wildebeest.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004755971021950245,2,17,2,-7.114130973815918,7.109375002793968,True,1,0.038356076925992966,5,0,False,False
306,yak_prompt1,original_images/images/yak.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.012839271686971188,2,17,2,-5.794089317321777,5.781250045634806,True,1,0.08889664709568024,5,0,False,False
308,zebra_prompt1,original_images/images/zebra.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,678,448,296,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006200245115906,2,17,2,-7.365575313568115,7.359375068452209,True,1,0.045957911759614944,5,0,False,False
310,adidas_prompt1,original_images/images/adidas.png,Logos,shoes,Counting/Illusion,"How many visible stripes are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.","How many visible stripes are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1096,1260,389,448,"(1, 3312)","(1, 5, 3, 384, 384)",5,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.015311907045543194,2,17,2,-5.7653117179870605,5.749999810941517,True,1,0.11362024396657944,5,0,False,False
312,nike_prompt1,original_images/images/nike.png,Logos,shoes,Counting/Illusion,"How many visible black stylized curves are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.","How many visible black stylized curves are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",1,1,1,1,1,1,True,True,,resized_fallback,True,too_many_image_crops_original:17,True,448.0,1324,1324,448,448,"(1, 3747)","(1, 5, 3, 384, 384)",5,1,1,0,"GT±2, single-token only","[0, 1, 2, 3]","[0, 1, 2, 3]",[],16,1,-1.4235081672668457,3,18,3,-1.5953831672668457,0.171875,True,1,2.01967453956604,4,0,False,False
314,chess_grid_standard_notitle_px1152_Q1,original_images/images/chess_grid_standard_notitle_px1152.png,Game Boards,Chess Grid,Counting/Illusion,"How many rows are there on this board? Answer with a number in curly brackets, e.g., {9}.","How many rows are there on this board? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",8,8,8,8,8,8,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1152,1152,448,448,"(1, 3739)","(1, 5, 3, 384, 384)",5,8,8,0,"GT±2, single-token only","[6, 7, 8, 9, 10]","[6, 7, 8, 9]",[10],23,8,-0.29151663184165955,9,24,9,-2.1821415424346924,1.8906249105930328,True,1,1.0111804008483887,4,1,False,False
320,sudoku_grid_standard_notitle_px1152_Q1,original_images/images/sudoku_grid_standard_notitle_px1152.png,Game Boards,Sudoku Grid,Counting/Illusion,"How many rows are there on this puzzle? Answer with a number in curly brackets, e.g., {9}.","How many rows are there on this puzzle? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",9,9,9,9,9,9,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1152,1152,448,448,"(1, 3739)","(1, 5, 3, 384, 384)",5,9,9,0,"GT±2, single-token only","[7, 8, 9, 10, 11]","[7, 8, 9]","[10, 11]",24,9,-0.07958058267831802,8,23,8,-5.876455783843994,5.796875201165676,True,1,0.34387335181236267,3,2,False,False
