idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi
248,okapi_prompt1,original_images/images/okapi.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,671,448,293,"(1, 1929)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.024712244048714638,-0.024712244048714638,-0.024712244048714638,0.13531869649887085,0.13531869649887085,1,exact,-6.368462085723877,-6.368462085723877,-6.368462085723877,0.13531869649887085,0.13531869649887085,1,exact,6.343749841675162,6.343749841675162,6.343749841675162,1,True,True,0.020788101479411125,0.040172163397073746,0.040172163397073746,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.8593166675418615,0.8934965133666992,6.965820154175162,True,7.8593166675418615,0.8934965133666992,6.965820154175162,True
250,ostrich_prompt1,original_images/images/ostrich.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,713,448,311,"(1, 1821)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.032905612140893936,-0.032905612140893936,-0.032905612140893936,0.18311724066734314,0.18311724066734314,1,exact,-4.548530578613281,-4.548530578613281,-4.548530578613281,0.18311724066734314,0.18311724066734314,1,exact,4.515624966472387,4.515624966472387,4.515624966472387,1,True,True,0.08629891276359558,0.11160755157470703,0.11160755157470703,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.229052986949682,3.335498332977295,3.8935546539723873,True,7.229052986949682,3.335498332977295,3.8935546539723873,True
252,oystercatcher_prompt1,original_images/images/oystercatcher.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,691,448,302,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.10524232685565948,-0.10524232685565948,-0.10524232685565948,0.35839203000068665,0.35839203000068665,1,exact,-5.5896172523498535,-5.5896172523498535,-5.5896172523498535,0.35839203000068665,0.35839203000068665,1,exact,5.484374925494194,5.484374925494194,5.484374925494194,1,True,True,0.036905862390995026,0.050017260015010834,0.050017260015010834,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.156716272234917,0.9985132217407227,6.158203050494194,True,7.156716272234917,0.9985132217407227,6.158203050494194,True
254,peacock_prompt1,original_images/images/peacock.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,866,448,378,"(1, 1659)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.028492845594882965,-0.028492845594882965,-0.028492845594882965,0.16854295134544373,0.16854295134544373,1,exact,-4.4347429275512695,-4.4347429275512695,-4.4347429275512695,0.16854295134544373,0.16854295134544373,1,exact,4.406250081956387,4.406250081956387,4.406250081956387,1,True,True,0.11030242592096329,0.13006126880645752,0.13006126880645752,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.233465753495693,3.4492859840393066,3.7841797694563866,True,7.233465753495693,3.4492859840393066,3.7841797694563866,True
256,pig_prompt1,original_images/images/pig.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.05917690694332123,-0.05917690694332123,-0.05917690694332123,0.23621252179145813,0.23621252179145813,1,exact,-7.121676921844482,-7.121676921844482,-7.121676921844482,0.23621252179145813,0.23621252179145813,1,exact,7.062500014901161,7.062500014901161,7.062500014901161,1,True,True,0.009911369532346725,0.036892663687467575,0.036892663687467575,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.824852004647255,0.14028167724609375,7.684570327401161,True,7.824852004647255,0.14028167724609375,7.684570327401161,True
258,plover_prompt1,original_images/images/plover.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.09805409610271454,-0.09805409610271454,-0.09805409610271454,0.33214572072029114,0.33214572072029114,1,exact,-6.691803932189941,-6.691803932189941,-6.691803932189941,0.33214572072029114,0.33214572072029114,1,exact,6.593749836087227,6.593749836087227,6.593749836087227,1,True,True,0.023144353181123734,0.041735049337148666,0.041735049337148666,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.163904502987862,-0.10367345809936523,7.267577961087227,True,7.163904502987862,-0.10367345809936523,7.267577961087227,True
260,pronghorn_prompt1,original_images/images/pronghorn.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.07133416086435318,-0.07133416086435318,-0.07133416086435318,0.2895035147666931,0.2895035147666931,1,exact,-5.383834362030029,-5.383834362030029,-5.383834362030029,0.2895035147666931,0.2895035147666931,1,exact,5.312500201165676,5.312500201165676,5.312500201165676,1,True,True,0.04041478782892227,0.04202907159924507,0.04202907159924507,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.812694750726223,1.8781242370605469,5.934570513665676,True,7.812694750726223,1.8781242370605469,5.934570513665676,True
262,puma_prompt1,original_images/images/puma.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,688,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.14845995604991913,-0.14845995604991913,-0.14845995604991913,0.448971152305603,0.448971152305603,1,exact,-5.7265849113464355,-5.7265849113464355,-5.7265849113464355,0.448971152305603,0.448971152305603,1,exact,5.578124955296516,5.578124955296516,5.578124955296516,1,True,True,0.04195205494761467,0.054946281015872955,0.054946281015872955,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.735568955540657,1.5353736877441406,6.200195267796516,True,7.735568955540657,1.5353736877441406,6.200195267796516,True
264,rabbit_prompt1,original_images/images/rabbit.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,707,448,309,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.14730247855186462,-0.14730247855186462,-0.14730247855186462,0.46373051404953003,0.46373051404953003,1,exact,-5.319177627563477,-5.319177627563477,-5.319177627563477,0.46373051404953003,0.46373051404953003,1,exact,5.171875149011612,5.171875149011612,5.171875149011612,1,True,True,0.055630162358284,0.0946359932422638,0.0946359932422638,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.7367264330387115,1.9427809715270996,5.793945461511612,True,7.7367264330387115,1.9427809715270996,5.793945461511612,True
266,red_fox_prompt1,original_images/images/red fox.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,618,448,270,"(1, 1983)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.34519660472869873,-0.34519660472869873,-0.34519660472869873,0.6476620435714722,0.6476620435714722,1,exact,-6.720196723937988,-6.720196723937988,-6.720196723937988,0.6476620435714722,0.6476620435714722,1,exact,6.3750001192092896,6.3750001192092896,6.3750001192092896,1,True,True,0.031018167734146118,0.05350779742002487,0.05350779742002487,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.538832306861877,0.5417618751525879,6.9970704317092896,True,7.538832306861877,0.5417618751525879,6.9970704317092896,True
268,red_wolf_prompt1,original_images/images/red wolf.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,617,448,269,"(1, 1983)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.04431317001581192,-0.04431317001581192,-0.04431317001581192,0.19849461317062378,0.19849461317062378,1,exact,-7.278687953948975,-7.278687953948975,-7.278687953948975,0.19849461317062378,0.19849461317062378,1,exact,7.234374783933163,7.234374783933163,7.234374783933163,1,True,True,0.014997696503996849,0.027993999421596527,0.027993999421596527,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.839715741574764,-0.016729354858398438,7.856445096433163,True,7.839715741574764,-0.016729354858398438,7.856445096433163,True
270,reindeer_prompt1,original_images/images/reindeer.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.11326099187135696,-0.11326099187135696,-0.11326099187135696,0.44648757576942444,0.44648757576942444,1,exact,-5.0507612228393555,-5.0507612228393555,-5.0507612228393555,0.44648757576942444,0.44648757576942444,1,exact,4.9375002309679985,4.9375002309679985,4.9375002309679985,1,True,True,0.06579437106847763,0.12707525491714478,0.12707525491714478,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.770767919719219,2.2111973762512207,5.5595705434679985,True,7.770767919719219,2.2111973762512207,5.5595705434679985,True
272,rhea_prompt1,original_images/images/rhea.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,872,448,381,"(1, 1659)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.017710402607917786,-0.017710402607917786,-0.017710402607917786,0.11120451241731644,0.11120451241731644,1,exact,-5.111460208892822,-5.111460208892822,-5.111460208892822,0.11120451241731644,0.11120451241731644,1,exact,5.0937498062849045,5.0937498062849045,5.0937498062849045,1,True,True,0.05492401868104935,0.0765228345990181,0.0765228345990181,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.244248196482658,2.772568702697754,4.4716794937849045,True,7.244248196482658,2.772568702697754,4.4716794937849045,True
274,rooster_prompt1,original_images/images/rooster.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,752,448,329,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.015146245248615742,-0.015146245248615742,-0.015146245248615742,0.09661243110895157,0.09661243110895157,1,exact,-5.593271255493164,-5.593271255493164,-5.593271255493164,0.09661243110895157,0.09661243110895157,1,exact,5.578125010244548,5.578125010244548,5.578125010244548,1,True,True,0.04035571962594986,0.06948456168174744,0.06948456168174744,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.24681235384196,2.290757656097412,4.956054697744548,True,7.24681235384196,2.290757656097412,4.956054697744548,True
276,sandpiper_prompt1,original_images/images/sandpiper.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.12554624676704407,-0.12554624676704407,-0.12554624676704407,0.396589070558548,0.396589070558548,1,exact,-6.031796455383301,-6.031796455383301,-6.031796455383301,0.396589070558548,0.396589070558548,1,exact,5.906250208616257,5.906250208616257,5.906250208616257,1,True,True,0.033681757748126984,0.04042751342058182,0.04042751342058182,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.136412352323532,0.5563340187072754,6.580078333616257,True,7.136412352323532,0.5563340187072754,6.580078333616257,True
278,secretary_bird_prompt1,original_images/images/secretary bird.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,679,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.027531087398529053,-0.027531087398529053,-0.027531087398529053,0.16135863959789276,0.16135863959789276,1,exact,-5.527531147003174,-5.527531147003174,-5.527531147003174,0.16135863959789276,0.16135863959789276,1,exact,5.500000059604645,5.500000059604645,5.500000059604645,1,True,True,0.07295634597539902,0.08170337975025177,0.08170337975025177,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.234427511692047,1.0605993270874023,6.173828184604645,True,7.234427511692047,1.0605993270874023,6.173828184604645,True
280,serval_prompt1,original_images/images/serval.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,690,448,301,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.37702685594558716,-0.37702685594558716,-0.37702685594558716,0.6605350375175476,0.6605350375175476,1,exact,-6.4395270347595215,-6.4395270347595215,-6.4395270347595215,0.6605350375175476,0.6605350375175476,1,exact,6.062500178813934,6.062500178813934,6.062500178813934,1,True,True,0.03248060122132301,0.04956382140517235,0.04956382140517235,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.507002055644989,0.8224315643310547,6.684570491313934,True,7.507002055644989,0.8224315643310547,6.684570491313934,True
282,sheep_prompt1,original_images/images/sheep.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,616,448,269,"(1, 1983)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.1533668339252472,-0.1533668339252472,-0.1533668339252472,0.4379352927207947,0.4379352927207947,1,exact,-6.809617042541504,-6.809617042541504,-6.809617042541504,0.4379352927207947,0.4379352927207947,1,exact,6.656250208616257,6.656250208616257,6.656250208616257,1,True,True,0.01514383777976036,0.04696076735854149,0.04696076735854149,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.730662077665329,0.45234155654907227,7.278320521116257,True,7.730662077665329,0.45234155654907227,7.278320521116257,True
284,spoonbill_prompt1,original_images/images/spoonbill.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.03546725958585739,-0.03546725958585739,-0.03546725958585739,0.18749143183231354,0.18749143183231354,1,exact,-4.488592147827148,-4.488592147827148,-4.488592147827148,0.18749143183231354,0.18749143183231354,1,exact,4.453124888241291,4.453124888241291,4.453124888241291,1,True,True,0.08163759112358093,0.07227469980716705,0.07227469980716705,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.226491339504719,2.0995383262634277,5.126953013241291,True,7.226491339504719,2.0995383262634277,5.126953013241291,True
286,springbok_prompt1,original_images/images/springbok.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.0656781941652298,-0.0656781941652298,-0.0656781941652298,0.2644372582435608,0.2644372582435608,1,exact,-5.721928119659424,-5.721928119659424,-5.721928119659424,0.2644372582435608,0.2644372582435608,1,exact,5.656249925494194,5.656249925494194,5.656249925494194,1,True,True,0.03048550896346569,0.03925742208957672,0.03925742208957672,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.818350717425346,1.5400304794311523,6.278320237994194,True,7.818350717425346,1.5400304794311523,6.278320237994194,True
288,stilt_prompt1,original_images/images/stilt.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,789,448,345,"(1, 1767)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.058759067207574844,-0.058759067207574844,-0.058759067207574844,0.2787420451641083,0.2787420451641083,1,exact,-4.7931342124938965,-4.7931342124938965,-4.7931342124938965,0.2787420451641083,0.2787420451641083,1,exact,4.734375145286322,4.734375145286322,4.734375145286322,1,True,True,0.10531158745288849,0.17388592660427094,0.17388592660427094,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.203199531883001,1.7949962615966797,5.408203270286322,True,7.203199531883001,1.7949962615966797,5.408203270286322,True
290,stork_prompt1,original_images/images/stork.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,722,448,315,"(1, 1821)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.009516352787613869,-0.009516352787613869,-0.009516352787613869,0.06646420061588287,0.06646420061588287,1,exact,-6.21264123916626,-6.21264123916626,-6.21264123916626,0.06646420061588287,0.06646420061588287,1,exact,6.203124886378646,6.203124886378646,6.203124886378646,1,True,True,0.030345769599080086,0.047781769186258316,0.047781769186258316,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.252442246302962,0.3754892349243164,6.876953011378646,True,7.252442246302962,0.3754892349243164,6.876953011378646,True
292,swan_prompt1,original_images/images/swan.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.016799991950392723,-0.016799991950392723,-0.016799991950392723,0.10316629707813263,0.10316629707813263,1,exact,-5.9386749267578125,-5.9386749267578125,-5.9386749267578125,0.10316629707813263,0.10316629707813263,1,exact,5.92187493480742,5.92187493480742,5.92187493480742,1,True,True,0.038326364010572433,0.04512821510434151,0.04512821510434151,False,False,True,True,0.5,-2.0,GT<proxy,-7.261958599090576,-7.884028911590576,-7.261958599090576,-7.884028911590576,7.2451586071401834,1.9453539848327637,5.29980462230742,True,7.2451586071401834,1.9453539848327637,5.29980462230742,True
294,tiger_prompt1,original_images/images/tiger.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,572,448,250,"(1, 2091)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.39416179060935974,-0.39416179060935974,-0.39416179060935974,0.6837483048439026,0.6837483048439026,1,exact,-6.300411701202393,-6.300411701202393,-6.300411701202393,0.6837483048439026,0.6837483048439026,1,exact,5.906249910593033,5.906249910593033,5.906249910593033,1,True,True,0.03932374715805054,0.07352248579263687,0.07352248579263687,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.489867120981216,0.9615468978881836,6.528320223093033,True,7.489867120981216,0.9615468978881836,6.528320223093033,True
